brand,url,host,slug,logo_path,logo_status,logo_source,logo_url,logo_error
bbbet,https://bbbet.br.com,bbbet.br.com,bbbet,assets/logos/bbbet.webp,fetched,img,https://bbbet.br.com/assets/images/bbbet.png,
bbcwin,https://bbcwinbrasil.com,bbcwinbrasil.com,bbcwin,assets/logos/bbcwin.webp,fetched,img,https://bbcwinbrasil.com/assets/images/bbcwin.png,
bbet,https://bbet.br.com,bbet.br.com,bbet,assets/logos/bbet.webp,fetched,img,https://bbet.br.com/assets/images/bbet.png,
bbrjogo,https://bbrjogobrasil.com,bbrjogobrasil.com,bbrjogo,assets/logos/bbrjogo.webp,fetched,img,https://bbrjogobrasil.com/assets/images/bbrjogo.png,
bbwin,https://bbwin.br.com,bbwin.br.com,bbwin,assets/logos/bbwin.webp,fetched,img,https://bbwin.br.com/assets/images/bbwin.png,
bcat777,https://bcat777.br.com,bcat777.br.com,bcat777,assets/logos/bcat777.webp,fetched,img,https://bcat777.br.com/assets/images/bcat777.png,
be365,https://be365.br.com,be365.br.com,be365,assets/logos/be365.webp,fetched,img,https://be365.br.com/assets/images/be365.png,
bela888,https://bela888.br.com,bela888.br.com,bela888,assets/logos/bela888.webp,fetched,img,https://bela888.br.com/assets/images/bela888.png,
ber365,https://ber365.br.com,ber365.br.com,ber365,assets/logos/ber365.webp,fetched,img,https://ber365.br.com/assets/images/ber365.png,
bet12,https://bet12.br.com,bet12.br.com,bet12,assets/logos/bet12.webp,fetched,img,https://bet12.br.com/assets/images/bet12.png,
bet122,https://bet122brasil.com,bet122brasil.com,bet122,assets/logos/bet122.webp,fetched,img,https://bet122brasil.com/assets/images/bet122.png,
bet265,https://bet265brasil.com,bet265brasil.com,bet265,assets/logos/bet265.webp,fetched,img,https://bet265brasil.com/assets/images/bet265.png,
bet317,https://bet317.br.com,bet317.br.com,bet317,assets/logos/bet317.webp,fetched,img,https://bet317.br.com/assets/images/bet317.png,
bet333,https://bet333.br.com,bet333.br.com,bet333,assets/logos/bet333.webp,fetched,img,https://bet333.br.com/assets/images/bet333.png,
bet356,https://bet356.br.com,bet356.br.com,bet356,assets/logos/bet356.webp,fetched,img,https://bet356.br.com/assets/images/bet356.png,
bet360,https://bet360.br.com,bet360.br.com,bet360,assets/logos/bet360.webp,fetched,img,https://bet360.br.com/assets/images/bet360.png,
bet364,https://bet364.br.com,bet364.br.com,bet364,assets/logos/bet364.webp,fetched,img,https://bet364.br.com/assets/images/bet364.png,
bet377,https://bet377brasil.com,bet377brasil.com,bet377,assets/logos/bet377.webp,fetched,img,https://bet377brasil.com/assets/images/bet377.png,
bet3k,https://bet3k.br.com,bet3k.br.com,bet3k,assets/logos/bet3k.webp,fetched,img,https://bet3k.br.com/assets/images/bet3k.png,
bet456,https://bet456brasil.com,bet456brasil.com,bet456,assets/logos/bet456.webp,fetched,img,https://bet456brasil.com/assets/images/bet456.png,
bet465,https://bet465brasil.com,bet465brasil.com,bet465,assets/logos/bet465.webp,fetched,img,https://bet465brasil.com/assets/images/bet465.png,
bet535,https://bet535.br.com,bet535.br.com,bet535,assets/logos/bet535.webp,fetched,img,https://bet535.br.com/assets/images/bet535.png,
bet55,https://bet55.br.com,bet55.br.com,bet55,assets/logos/bet55.webp,fetched,img,https://bet55.br.com/assets/images/bet55.png,
bet555,https://bet555.br.com,bet555.br.com,bet555,assets/logos/bet555.webp,fetched,img,https://bet555.br.com/assets/images/bet555.png,
bet585,https://bet585.br.com,bet585.br.com,bet585,assets/logos/bet585.webp,fetched,img,https://bet585.br.com/assets/images/bet585.png,
bet595,https://bet595.br.com,bet595.br.com,bet595,assets/logos/bet595.webp,fetched,img,https://bet595.br.com/assets/images/bet595.png,
bet60,https://bet60.br.com,bet60.br.com,bet60,assets/logos/bet60.webp,fetched,img,https://bet60.br.com/assets/images/bet60.png,
bet666,https://bet666brasil.com,bet666brasil.com,bet666,assets/logos/bet666.webp,fetched,img,https://bet666brasil.com/assets/images/bet666.png,
bet70,https://bet70.br.com,bet70.br.com,bet70,assets/logos/bet70.webp,fetched,img,https://bet70.br.com/assets/images/bet70.png,
bet718,https://bet718.br.com,bet718.br.com,bet718,assets/logos/bet718.webp,fetched,img,https://bet718.br.com/assets/images/bet718.png,
bet755,https://bet755brasil.com,bet755brasil.com,bet755,assets/logos/bet755.webp,fetched,og:image,https://bet755brasil.com/images/bet755.png,
bet79,https://bet79brasil.com,bet79brasil.com,bet79,assets/logos/bet79.webp,fetched,img,https://bet79brasil.com/assets/images/bet79.png,
bet888,https://bet888.br.com,bet888.br.com,bet888,assets/logos/bet888.svg,fetched,og:image,https://bet888.br.com/assets/images/site-og.svg,
bet959,https://bet959.br.com,bet959.br.com,bet959,assets/logos/bet959.webp,fetched,img,https://bet959.br.com/assets/images/bet959.png,
bet969,https://bet969.br.com,bet969.br.com,bet969,assets/logos/bet969.webp,fetched,img,https://bet969.br.com/assets/images/bet969.png,
betabet,https://betabetbrasil.com,betabetbrasil.com,betabet,assets/logos/betabet.webp,fetched,img,https://betabetbrasil.com/assets/images/betabet.png,
betbr,https://betbrbrasil.com,betbrbrasil.com,betbr,assets/logos/betbr.webp,fetched,img,https://betbrbrasil.com/assets/images/betbr.png,
bethoje,https://bethoje.br.com,bethoje.br.com,bethoje,assets/logos/bethoje.webp,fetched,img,https://bethoje.br.com/assets/images/bethoje.png,
bets88,https://bets88brasil.com,bets88brasil.com,bets88,assets/logos/bets88.webp,fetched,img,https://bets88brasil.com/assets/images/bets88.png,
betweb,https://betweb.br.com,betweb.br.com,betweb,assets/logos/betweb.webp,fetched,img,https://betweb.br.com/assets/images/betweb.png,
bey365,https://bey365.br.com,bey365.br.com,bey365,assets/logos/bey365.webp,fetched,img,https://bey365.br.com/assets/images/bey365.png,
bg777,https://bg777brasil.com,bg777brasil.com,bg777,assets/logos/bg777.webp,fetched,img,https://bg777brasil.com/assets/images/bg777.png,
bhbet,https://bhbet.br.com,bhbet.br.com,bhbet,assets/logos/bhbet.webp,fetched,img,https://bhbet.br.com/assets/images/bhbet.png,
bis777,https://bis777brasil.com,bis777brasil.com,bis777,assets/logos/bis777.webp,fetched,img,https://bis777brasil.com/images/logo.png,
bk7,https://bk7brasil.com,bk7brasil.com,bk7,assets/logos/bk7.svg,fetched,og:image,https://bk7brasil.com/assets/images/site-og.svg,
blusbet,https://blusbetbrasil.com,blusbetbrasil.com,blusbet,assets/logos/blusbet.webp,fetched,img,https://blusbetbrasil.com/images/logo.png,
boa777,https://boa777.br.com,boa777.br.com,boa777,assets/logos/boa777.webp,fetched,img,https://boa777.br.com/assets/images/boa777.png,
bolavip,https://bolavip.br.com,bolavip.br.com,bolavip,assets/logos/bolavip.webp,fetched,img,https://bolavip.br.com/assets/images/bolavip.png,
boxswin,https://boxswinbrasil.com,boxswinbrasil.com,boxswin,assets/logos/boxswin.webp,fetched,img,https://boxswinbrasil.com/assets/images/boxswin.png,
boxwin,https://boxwinbrasil.com,boxwinbrasil.com,boxwin,assets/logos/boxwin.webp,fetched,img,https://boxwinbrasil.com/assets/images/boxwin.png,
boys888,https://boys888brasil.com,boys888brasil.com,boys888,assets/logos/boys888.webp,fetched,img,https://boys888brasil.com/assets/images/boys888.png,
br555bet,https://br555betbrasil.com,br555betbrasil.com,br555bet,assets/logos/br555bet.webp,fetched,img,https://br555betbrasil.com/img/logo.webp,
br8bet,https://br8bet.br.com,br8bet.br.com,br8bet,assets/logos/br8bet.webp,fetched,img,https://br8bet.br.com/assets/images/br8bet.png,
bra888,https://bra888.br.com,bra888.br.com,bra888,assets/logos/bra888.webp,fetched,img,https://bra888.br.com/assets/images/bra888.png,
bravgbet,https://bravgbet.br.com,bravgbet.br.com,bravgbet,assets/logos/bravgbet.svg,fetched,og:image,https://bravgbet.br.com/assets/images/site-og.svg,
brjogo,https://brjogobrasil.com,brjogobrasil.com,brjogo,assets/logos/brjogo.webp,fetched,img,https://brjogobrasil.com/assets/images/brjogo.png,
brkkk,https://brkkkbrasil.com,brkkkbrasil.com,brkkk,assets/logos/brkkk.webp,fetched,img,https://brkkkbrasil.com/img/logo.webp,
brlwin,https://brlwinbrasil.com,brlwinbrasil.com,brlwin,assets/logos/brlwin.webp,fetched,og:image,https://brlwinbrasil.com/images/brlwin_logo.png,
brrbet,https://brrbet.br.com,brrbet.br.com,brrbet,assets/logos/brrbet.webp,fetched,img,https://brrbet.br.com/assets/images/brrbet.png,
bsbet,https://bsbet.br.com,bsbet.br.com,bsbet,assets/logos/bsbet.webp,fetched,img,https://bsbet.br.com/assets/images/bsbet.png,
bt7k,https://bt7k.br.com,bt7k.br.com,bt7k,assets/logos/bt7k.webp,fetched,img,https://bt7k.br.com/assets/images/bt7k.png,
bte365,https://bte365.br.com,bte365.br.com,bte365,assets/logos/bte365.svg,fetched,og:image,https://bte365.br.com/assets/images/site-og.svg,
bulsbet,https://bulsbetbrasil.com,bulsbetbrasil.com,bulsbet,assets/logos/bulsbet.webp,fetched,img,https://bulsbetbrasil.com/assets/images/bulsbet.png,
buswin,https://buswinbrasil.com,buswinbrasil.com,buswin,assets/logos/buswin.webp,fetched,img,https://buswinbrasil.com/assets/images/buswin.png,
bzbet,https://bzbet.br.com,bzbet.br.com,bzbet,assets/logos/bzbet.webp,fetched,img,https://bzbet.br.com/assets/images/bzbet.png,
bzjogos,https://bzjogosbrasil.com,bzjogosbrasil.com,bzjogos,assets/logos/bzjogos.webp,fetched,img,https://bzjogosbrasil.com/assets/images/bzjogos.png,
cafebet,https://cafebet.br.com,cafebet.br.com,cafebet,assets/logos/cafebet.webp,fetched,img,https://cafebet.br.com/assets/images/cafebet.png,
cccbet,https://cccbet.br.com,cccbet.br.com,cccbet,assets/logos/cccbet.svg,fetched,og:image,https://cccbet.br.com/assets/images/site-og.svg,
ceu777bet,https://ceu777betbrasil.com,ceu777betbrasil.com,ceu777bet,assets/logos/ceu777bet.webp,fetched,img,https://ceu777betbrasil.com/assets/images/ceu777bet.png,
cis777,https://cis777brasil.com,cis777brasil.com,cis777,assets/logos/cis777.webp,fetched,og:image,https://cis777brasil.com/images/cis777_logo.png,
ck777,https://ck777brasil.com,ck777brasil.com,ck777,assets/logos/ck777.webp,fetched,img,https://ck777brasil.com/assets/images/ck777.png,
clarobet,https://clarobet.br.com,clarobet.br.com,clarobet,assets/logos/clarobet.webp,fetched,img,https://clarobet.br.com/assets/images/clarobet.png,
claze77,https://claze77.br.com,claze77.br.com,claze77,assets/logos/claze77.webp,fetched,img,https://claze77.br.com/assets/images/claze77.png,
club77,https://club77.br.com,club77.br.com,club77,assets/logos/club77.webp,fetched,img,https://club77.br.com/assets/images/club77.png,
club777,https://club777.br.com,club777.br.com,club777,assets/logos/club777.webp,fetched,img,https://club777.br.com/assets/images/club777.png,
club77bet,https://club77betbrasil.com,club77betbrasil.com,club77bet,assets/logos/club77bet.webp,fetched,img,https://club77betbrasil.com/assets/images/club77bet.png,
clube77,https://clube77brasil.com,clube77brasil.com,clube77,assets/logos/clube77.webp,fetched,img,https://clube77brasil.com/assets/images/clube77.png,
clubewin,https://clubewinbrasil.com,clubewinbrasil.com,clubewin,assets/logos/clubewin.webp,fetched,img,https://clubewinbrasil.com/assets/images/clubewin.png,
coroabet,https://coroabetbrasil.com,coroabetbrasil.com,coroabet,assets/logos/coroabet.webp,fetched,img,https://coroabetbrasil.com/img/logo.webp,
coroarbet,https://coroarbet.br.com,coroarbet.br.com,coroarbet,assets/logos/coroarbet.webp,fetched,img,https://coroarbet.br.com/assets/images/coroarbet.png,
cpf777,https://cpf777.br.com,cpf777.br.com,cpf777,assets/logos/cpf777.webp,fetched,img,https://cpf777.br.com/assets/images/cpf777.png,
cunbet,https://cunbet.br.com,cunbet.br.com,cunbet,assets/logos/cunbet.webp,fetched,img,https://cunbet.br.com/assets/images/cunbet.png,
cupwin,https://cupwinbrasil.com,cupwinbrasil.com,cupwin,assets/logos/cupwin.webp,fetched,img,https://cupwinbrasil.com/assets/images/cupwin.png,
cwbet,https://cwbetbrasil.com,cwbetbrasil.com,cwbet,assets/logos/cwbet.webp,fetched,img,https://cwbetbrasil.com/assets/images/cwbet.png,
d333bet,https://d333bet.br.com,d333bet.br.com,d333bet,assets/logos/d333bet.webp,fetched,img,https://d333bet.br.com/assets/images/d333bet.png,
dama777,https://dama777brasil.com,dama777brasil.com,dama777,assets/logos/dama777.webp,fetched,img,https://dama777brasil.com/assets/images/dama777.png,
dtbet,https://dtbet.br.com,dtbet.br.com,dtbet,assets/logos/dtbet.webp,fetched,img,https://dtbet.br.com/assets/images/dtbet.png,
e55bet,https://e55betbrasil.com,e55betbrasil.com,e55bet,assets/logos/e55bet.webp,fetched,img,https://e55betbrasil.com/assets/images/e55bet.png,
eeebet,https://eeebet.br.com,eeebet.br.com,eeebet,assets/logos/eeebet.webp,fetched,img,https://eeebet.br.com/assets/images/eeebet.png,
ejcassino,https://ejcassino.br.com,ejcassino.br.com,ejcassino,assets/logos/ejcassino.webp,fetched,img,https://ejcassino.br.com/assets/images/ejcassino.png,
ele777,https://ele777.br.com,ele777.br.com,ele777,assets/logos/ele777.webp,fetched,img,https://ele777.br.com/assets/images/ele777.png,
f2bet,https://f2betbrasil.com,f2betbrasil.com,f2bet,assets/logos/f2bet.webp,fetched,img,https://f2betbrasil.com/images/logo.png,
fizabet,https://fizabet.br.com,fizabet.br.com,fizabet,assets/logos/fizabet.webp,fetched,img,https://fizabet.br.com/assets/images/fizabet.png,
flabet,https://flabet.co,flabet.co,flabet,assets/logos/flabet.webp,fetched,img,https://flabet.co/assets/images/flabet.png,
fogo7777,https://fogo7777.org,fogo7777.org,fogo7777,assets/logos/fogo7777.webp,fetched,img,https://fogo7777.org/assets/images/fogo7777.png,
folkbet,https://folkbetbrasil.com,folkbetbrasil.com,folkbet,assets/logos/folkbet.webp,fetched,img,https://folkbetbrasil.com/assets/images/folkbet.png,
fpbet,https://fpbetbrasil.com,fpbetbrasil.com,fpbet,assets/logos/fpbet.webp,fetched,img,https://fpbetbrasil.com/assets/images/fpbet.png,
fullbet,https://fullbet.br.com,fullbet.br.com,fullbet,assets/logos/fullbet.webp,fetched,img,https://fullbet.br.com/assets/images/fullbet.png,
fuwin,https://fuwin.br.com,fuwin.br.com,fuwin,assets/logos/fuwin.webp,fetched,img,https://fuwin.br.com/assets/images/fuwin.png,
fxfx88,https://fxfx88.br.com,fxfx88.br.com,fxfx88,assets/logos/fxfx88.webp,fetched,img,https://fxfx88.br.com/assets/images/fxfx88.png,
g5bet,https://g5betbrasil.com,g5betbrasil.com,g5bet,assets/logos/g5bet.webp,fetched,img,https://g5betbrasil.com/images/logo.png,
game50,https://game50brasil.com,game50brasil.com,game50,assets/logos/game50.webp,fetched,img,https://game50brasil.com/assets/images/game50.png,
game90,https://game90brasil.com,game90brasil.com,game90,assets/logos/game90.webp,fetched,img,https://game90brasil.com/assets/images/game90.png,
ganhabet,https://ganhabet.br.com,ganhabet.br.com,ganhabet,assets/logos/ganhabet.webp,fetched,img,https://ganhabet.br.com/assets/images/ganhabet.png,
ggpoker,https://ggpoker.br.com,ggpoker.br.com,ggpoker,assets/logos/ggpoker.webp,fetched,img,https://ggpoker.br.com/assets/images/ggpoker.png,
gigabet,https://gigabets.games,gigabets.games,gigabet,assets/logos/gigabet.webp,fetched,img,https://gigabets.games/assets/images/gigabet.png,
gigabet,https://gigabets.io,gigabets.io,gigabet-2,assets/logos/gigabet-2.webp,fetched,img,https://gigabets.io/assets/images/gigabet.png,
gil777,https://gil777brasil.com,gil777brasil.com,gil777,assets/logos/gil777.webp,fetched,img,https://gil777brasil.com/assets/images/gil777.png,
gogowin,https://gogowin.br.com,gogowin.br.com,gogowin,assets/logos/gogowin.webp,fetched,img,https://gogowin.br.com/assets/images/gogowin.png,
golbet,https://golbet.br.com,golbet.br.com,golbet,assets/logos/golbet.webp,fetched,img,https://golbet.br.com/assets/images/golbet.png,
gorilabet,https://gorilabetbrasil.com,gorilabetbrasil.com,gorilabet,assets/logos/gorilabet.webp,fetched,img,https://gorilabetbrasil.com/assets/images/gorilabet.png,
gprbet,https://gprbetbrasil.com,gprbetbrasil.com,gprbet,assets/logos/gprbet.webp,fetched,img,https://gprbetbrasil.com/assets/images/gprbet.png,
gtwim,https://gtwimbrasil.com,gtwimbrasil.com,gtwim,assets/logos/gtwim.webp,fetched,img,https://gtwimbrasil.com/assets/images/gtwim.png,
gtwin,https://gtwin.it.com,gtwin.it.com,gtwin,assets/logos/gtwin.webp,fetched,img,https://gtwin.it.com/assets/images/gtwin.png,
gynbet,https://gynbetbrasil.com,gynbetbrasil.com,gynbet,assets/logos/gynbet.webp,fetched,img,https://gynbetbrasil.com/images/logo.png,
h22bet,https://h22bet.br.com,h22bet.br.com,h22bet,assets/logos/h22bet.webp,fetched,img,https://h22bet.br.com/assets/images/h22bet.png,
h2bt,https://h2bt.br.com,h2bt.br.com,h2bt,assets/logos/h2bt.webp,fetched,img,https://h2bt.br.com/assets/images/h2bt.png,
h456bet,https://h456betbrasil.com,h456betbrasil.com,h456bet,assets/logos/h456bet.webp,fetched,img,https://h456betbrasil.com/assets/images/h456bet.png,
h55bet,https://h55betbrasil.com,h55betbrasil.com,h55bet,assets/logos/h55bet.webp,fetched,img,https://h55betbrasil.com/assets/images/h55bet.png,
h7bet,https://h7betbrasil.com,h7betbrasil.com,h7bet,assets/logos/h7bet.webp,fetched,img,https://h7betbrasil.com/img/logo.webp,
hbet,https://hbetbrasil.com,hbetbrasil.com,hbet,assets/logos/hbet.webp,fetched,img,https://hbetbrasil.com/assets/images/hbet.png,
hgjogo,https://hgjogobrasil.com,hgjogobrasil.com,hgjogo,assets/logos/hgjogo.svg,fetched,og:image,https://hgjogobrasil.com/assets/images/site-og.svg,
hh55bet,https://hh55betbrasil.com,hh55betbrasil.com,hh55bet,assets/logos/hh55bet.webp,fetched,img,https://hh55betbrasil.com/assets/images/hh55bet.png,
hot777,https://hot777.br.com,hot777.br.com,hot777,assets/logos/hot777.webp,fetched,img,https://hot777.br.com/assets/images/hot777.png,
ii678,https://ii678.br.com,ii678.br.com,ii678,assets/logos/ii678.webp,fetched,img,https://ii678.br.com/assets/images/ii678.png,
iiwin,https://iiwinbrasil.com,iiwinbrasil.com,iiwin,assets/logos/iiwin.webp,fetched,img,https://iiwinbrasil.com/assets/images/iiwin.png,
ipiwin,https://ipiwinbrasil.com,ipiwinbrasil.com,ipiwin,assets/logos/ipiwin.webp,fetched,img,https://ipiwinbrasil.com/assets/images/ipiwin.png,
iribet,https://iribet.br.com,iribet.br.com,iribet,assets/logos/iribet.webp,fetched,img,https://iribet.br.com/assets/images/iribet.png,
isbet,https://isbetbrasil.com,isbetbrasil.com,isbet,assets/logos/isbet.webp,fetched,img,https://isbetbrasil.com/images/logo.png,
jackbet,https://jackbet.br.com,jackbet.br.com,jackbet,assets/logos/jackbet.webp,fetched,img,https://jackbet.br.com/assets/images/jackbet.png,
jebet,https://jebet.br.com,jebet.br.com,jebet,assets/logos/jebet.webp,fetched,img,https://jebet.br.com/assets/images/jebet.png,
jili77,https://jili77brasil.com,jili77brasil.com,jili77,assets/logos/jili77.webp,fetched,img,https://jili77brasil.com/assets/images/jili77.png,
jili777,https://jili777.br.com,jili777.br.com,jili777,assets/logos/jili777.webp,fetched,img,https://jili777.br.com/assets/images/jili777.png,
jj789,https://jj789brasil.com,jj789brasil.com,jj789,assets/logos/jj789.webp,fetched,img,https://jj789brasil.com/assets/images/jj789.png,
jjbet,https://jjbetbrasil.com,jjbetbrasil.com,jjbet,assets/logos/jjbet.webp,fetched,img,https://jjbetbrasil.com/assets/images/jjbet.png,
jkbet,https://jkbetbrasil.com,jkbetbrasil.com,jkbet,assets/logos/jkbet.webp,fetched,img,https://jkbetbrasil.com/assets/images/jkbet.png,
jogo365,https://jogo365brasil.com,jogo365brasil.com,jogo365,assets/logos/jogo365.webp,fetched,img,https://jogo365brasil.com/assets/images/jogo365.png,
jogo888,https://jogo888brasil.com,jogo888brasil.com,jogo888,assets/logos/jogo888.webp,fetched,img,https://jogo888brasil.com/assets/images/jogo888.png,
jogopg,https://jogopgbrasil.com,jogopgbrasil.com,jogopg,assets/logos/jogopg.webp,fetched,img,https://jogopgbrasil.com/assets/images/jogopg.png,
jogowin,https://jogowin.br.com,jogowin.br.com,jogowin,assets/logos/jogowin.webp,fetched,img,https://jogowin.br.com/assets/images/jogowin.png,
jojobet,https://jojobet.br.com,jojobet.br.com,jojobet,assets/logos/jojobet.webp,fetched,img,https://jojobet.br.com/assets/images/jojobet.png,
jue88,https://jue88brasil.com,jue88brasil.com,jue88,assets/logos/jue88.webp,fetched,img,https://jue88brasil.com/assets/images/jue88.png,
jwin,https://jwinbrasil.com,jwinbrasil.com,jwin,assets/logos/jwin.webp,fetched,img,https://jwinbrasil.com/assets/images/jwin.png,
k11bet,https://k11bet.br.com,k11bet.br.com,k11bet,assets/logos/k11bet.webp,fetched,img,https://k11bet.br.com/assets/images/k11bet.png,
k2bet,https://k2betbrasil.com,k2betbrasil.com,k2bet,assets/logos/k2bet.webp,fetched,og:image,https://k2betbrasil.com/images/k2bet.png,
k55bet,https://k55bet.br.com,k55bet.br.com,k55bet,assets/logos/k55bet.webp,fetched,img,https://k55bet.br.com/assets/images/k55bet.png,
k6bet,https://k6bet.br.com,k6bet.br.com,k6bet,assets/logos/k6bet.svg,fetched,og:image,https://k6bet.br.com/assets/images/site-og.svg,
k77bet,https://k77bet.br.com,k77bet.br.com,k77bet,assets/logos/k77bet.svg,fetched,og:image,https://k77bet.br.com/assets/images/site-og.svg,
k7win,https://k7win.br.com,k7win.br.com,k7win,assets/logos/k7win.svg,fetched,og:image,https://k7win.br.com/assets/images/site-og.svg,
kajogo,https://kajogo.br.com,kajogo.br.com,kajogo,assets/logos/kajogo.webp,fetched,img,https://kajogo.br.com/assets/images/kajogo.png,
kgbet,https://kgbet.br.com,kgbet.br.com,kgbet,assets/logos/kgbet.webp,fetched,img,https://kgbet.br.com/assets/images/kgbet.png,
kissbet,https://kissbet.br.com,kissbet.br.com,kissbet,assets/logos/kissbet.webp,fetched,img,https://kissbet.br.com/assets/images/kissbet.png,
kkgg,https://kkgg.br.com,kkgg.br.com,kkgg,assets/logos/kkgg.webp,fetched,img,https://kkgg.br.com/assets/images/kkgg.png,
kslot,https://kslotbrasil.com,kslotbrasil.com,kslot,assets/logos/kslot.webp,fetched,img,https://kslotbrasil.com/assets/images/kslot.png,
kwbet,https://kwbetbrasil.com,kwbetbrasil.com,kwbet,assets/logos/kwbet.webp,fetched,img,https://kwbetbrasil.com/assets/images/kwbet.png,
leobet,https://leobetbrasil.com,leobetbrasil.com,leobet,assets/logos/leobet.webp,fetched,img,https://leobetbrasil.com/assets/images/leobet.png,
lllbet,https://lllbet.br.com,lllbet.br.com,lllbet,assets/logos/lllbet.webp,fetched,img,https://lllbet.br.com/assets/images/lllbet.png,
lnbet,https://lnbet.br.com,lnbet.br.com,lnbet,assets/logos/lnbet.webp,fetched,img,https://lnbet.br.com/assets/images/lnbet.png,
lobo8888,https://lobo8888brasil.com,lobo8888brasil.com,lobo8888,assets/logos/lobo8888.webp,fetched,img,https://lobo8888brasil.com/assets/images/lobo8888.png,
loto,https://loto.br.com,loto.br.com,loto,assets/logos/loto.webp,fetched,img,https://loto.br.com/assets/images/loto.png,
lotusbet,https://lotusbetbrasil.com,lotusbetbrasil.com,lotusbet,assets/logos/lotusbet.webp,fetched,img,https://lotusbetbrasil.com/assets/images/lotusbet.png,
love777,https://love777.br.com,love777.br.com,love777,assets/logos/love777.webp,fetched,img,https://love777.br.com/assets/images/love777.png,
luck66,https://luck66.br.com,luck66.br.com,luck66,assets/logos/luck66.webp,fetched,img,https://luck66.br.com/assets/images/luck66.png,
luwin,https://luwin.br.com,luwin.br.com,luwin,assets/logos/luwin.webp,fetched,img,https://luwin.br.com/assets/images/luwin.png,
mar777,https://mar777.br.com,mar777.br.com,mar777,assets/logos/mar777.svg,fetched,og:image,https://mar777.br.com/assets/images/site-og.svg,
matbet,https://matbetbrasil.com,matbetbrasil.com,matbet,assets/logos/matbet.webp,fetched,img,https://matbetbrasil.com/assets/images/matbet.png,
maximabet,https://maximabet.br.com,maximabet.br.com,maximabet,assets/logos/maximabet.webp,fetched,img,https://maximabet.br.com/assets/images/maximabet.png,
metbet,https://metbetbrasil.com,metbetbrasil.com,metbet,assets/logos/metbet.webp,fetched,img,https://metbetbrasil.com/assets/images/metbet.png,
minasbet,https://minasbetbrasil.com,minasbetbrasil.com,minasbet,assets/logos/minasbet.webp,fetched,img,https://minasbetbrasil.com/assets/images/minasbet.png,
mixbet,https://mixbetbrasil.com,mixbetbrasil.com,mixbet,assets/logos/mixbet.webp,fetched,img,https://mixbetbrasil.com/images/logo.png,
mmbet,https://mmbetbrasil.com,mmbetbrasil.com,mmbet,assets/logos/mmbet.webp,fetched,img,https://mmbetbrasil.com/assets/images/mmbet.png,
multibet,https://multibet.br.com,multibet.br.com,multibet,assets/logos/multibet.webp,fetched,img,https://multibet.br.com/assets/images/multibet.png,
n19bet,https://n19betbrasil.com,n19betbrasil.com,n19bet,assets/logos/n19bet.webp,fetched,img,https://n19betbrasil.com/assets/images/n19bet.png,
n9bet,https://n9bet.br.com,n9bet.br.com,n9bet,assets/logos/n9bet.webp,fetched,img,https://n9bet.br.com/assets/images/n9bet.png,
net365,https://net365brasil.com,net365brasil.com,net365,assets/logos/net365.webp,fetched,img,https://net365brasil.com/images/logo.png,
niowin,https://niowinbrasil.com,niowinbrasil.com,niowin,assets/logos/niowin.webp,fetched,img,https://niowinbrasil.com/assets/images/niowin.png,
nn555,https://nn555.br.com,nn555.br.com,nn555,assets/logos/nn555.webp,fetched,img,https://nn555.br.com/assets/images/nn555.png,
nn55bet,https://nn55bet.br.com,nn55bet.br.com,nn55bet,assets/logos/nn55bet.webp,fetched,img,https://nn55bet.br.com/assets/images/nn55bet.png,
novabet,https://novabet.br.com,novabet.br.com,novabet,assets/logos/novabet.webp,fetched,img,https://novabet.br.com/assets/images/novabet.png,
novbet,https://novbetbrasil.com,novbetbrasil.com,novbet,assets/logos/novbet.webp,fetched,img,https://novbetbrasil.com/assets/images/novbet.png,
novebet,https://novebetbrasil.com,novebetbrasil.com,novebet,assets/logos/novebet.webp,fetched,img,https://novebetbrasil.com/assets/images/novebet.png,
novobet,https://novobetbrasil.com,novobetbrasil.com,novobet,assets/logos/novobet.webp,fetched,img,https://novobetbrasil.com/img/logo.webp,
noz777,https://noz777brasil.com,noz777brasil.com,noz777,assets/logos/noz777.webp,fetched,img,https://noz777brasil.com/assets/images/noz777.png,
nu777,https://nu777brasil.com,nu777brasil.com,nu777,assets/logos/nu777.webp,fetched,og:image,https://nu777brasil.com/images/nu777_logo.png,
obet,https://obet.br.com,obet.br.com,obet,assets/logos/obet.webp,fetched,img,https://obet.br.com/assets/images/obet.png,
ogjogo,https://ogjogo.br.com,ogjogo.br.com,ogjogo,assets/logos/ogjogo.webp,fetched,img,https://ogjogo.br.com/assets/images/ogjogo.png,
oibet,https://oibetbrasil.com,oibetbrasil.com,oibet,assets/logos/oibet.webp,fetched,img,https://oibetbrasil.com/assets/images/oibet.png,
ok8bet,https://ok8betbrasil.com,ok8betbrasil.com,ok8bet,assets/logos/ok8bet.webp,fetched,img,https://ok8betbrasil.com/assets/images/ok8bet.png,
okkbet,https://okkbet.br.com,okkbet.br.com,okkbet,assets/logos/okkbet.webp,fetched,img,https://okkbet.br.com/assets/images/okkbet.png,
olabet,https://olabetbrasil.com,olabetbrasil.com,olabet,assets/logos/olabet.webp,fetched,img,https://olabetbrasil.com/assets/images/olabet.png,
olabet777,https://olabet777brasil.com,olabet777brasil.com,olabet777,assets/logos/olabet777.webp,fetched,img,https://olabet777brasil.com/assets/images/olabet777.png,
